property_id,postcode,city,area,property_type,bedrooms,bathrooms,rent_pcm,sale_price,size_sqft,furnished,parking,garden,balcony,pets_allowed,available_date,amenities,description,latitude,longitude
P-1084,SW19 2DM,London,Wimbledon,flat,4,3,4400,,1482,True,True,True,True,True,2026-08-22,balcony|garden|pet-friendly|river-view|school,"A well-presented 4-bed flat in Wimbledon priced at £4400 pcm. Highlights include balcony, garden, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.391973,-0.222623
P-1085,E8 3HJ,London,Hackney,flat,1,1,2925,,683,True,False,False,True,True,2026-08-03,balcony|concierge|gym|pet-friendly|school|workspace,"A well-presented 1-bed flat in Hackney priced at £2925 pcm. Highlights include balcony, concierge, gym, pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.539599,-0.044089
P-1086,E20 7AL,London,Stratford,flat,2,3,2850,,982,True,False,True,False,True,2026-09-01,concierge|garden|pet-friendly|school|transport,"A well-presented 2-bed flat in Stratford priced at £2850 pcm. Highlights include concierge, garden, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.554025,0.024445
P-1087,NW1 6BL,London,Camden,flat,1,2,3275,,620,True,False,False,True,True,2026-08-21,balcony|concierge|pet-friendly|river-view,"A well-presented 1-bed flat in Camden priced at £3275 pcm. Highlights include balcony, concierge, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.557614,-0.140518
P-1088,SW4 1CK,London,Clapham,flat,2,3,3750,,1032,True,False,True,True,False,2026-10-16,garden|transport|workspace,"A well-presented 2-bed flat in Clapham priced at £3750 pcm. Highlights include garden, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.474919,-0.13501
P-1089,E8 5FN,London,Hackney,flat,2,3,3525,,1049,True,False,False,True,True,2026-08-03,balcony|gym|school,"A well-presented 2-bed flat in Hackney priced at £3525 pcm. Highlights include balcony, gym, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.533421,-0.042951
P-1090,E14 9BL,London,Canary Wharf,flat,1,1,2825,,795,True,False,True,False,True,2026-08-07,garden|gym|river-view,"A well-presented 1-bed flat in Canary Wharf priced at £2825 pcm. Highlights include garden, gym, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.516033,-0.025967
P-1091,N1 3EL,London,Islington,flat,1,1,3625,,685,True,True,True,True,False,2026-08-08,balcony|garden|gym|school|transport|workspace,"A well-presented 1-bed flat in Islington priced at £3625 pcm. Highlights include balcony, garden, gym, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.566043,-0.130642
P-1092,E14 6BM,London,Canary Wharf,flat,3,3,4125,,1263,True,True,True,False,True,2026-07-29,concierge|garden|gym|parking|pet-friendly|workspace,"A well-presented 3-bed flat in Canary Wharf priced at £4125 pcm. Highlights include concierge, garden, gym, parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.502023,-0.053464
P-1093,E8 2GJ,London,Hackney,flat,4,3,3675,,1452,True,True,False,False,True,2026-08-14,parking|pet-friendly|school,"A well-presented 4-bed flat in Hackney priced at £3675 pcm. Highlights include parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.529346,-0.043246
P-1094,SW4 2GL,London,Clapham,studio,0,1,2575,,719,True,True,False,False,True,2026-09-05,gym|parking|pet-friendly|river-view|school|transport,"A well-presented 0-bed studio in Clapham priced at £2575 pcm. Highlights include gym, parking, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471568,-0.143232
P-1095,EC2A 3DJ,London,Shoreditch,flat,2,2,3600,,980,True,False,True,False,False,2026-08-25,garden|gym|school|workspace,"A well-presented 2-bed flat in Shoreditch priced at £3600 pcm. Highlights include garden, gym, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.517237,-0.089372
P-1096,EC2A 6FK,London,Shoreditch,flat,1,1,3050,,664,False,False,False,True,False,2026-08-01,balcony|concierge|gym|river-view,"A well-presented 1-bed flat in Shoreditch priced at £3050 pcm. Highlights include balcony, concierge, gym, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.52429,-0.11619
P-1097,SW3 5BP,London,Chelsea,flat,2,2,4875,,957,True,True,True,False,True,2026-10-10,garden|parking|school|transport|workspace,"A well-presented 2-bed flat in Chelsea priced at £4875 pcm. Highlights include garden, parking, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.486152,-0.172677
P-1098,SW19 1HJ,London,Wimbledon,flat,3,3,3700,,1246,True,False,True,True,True,2026-08-03,balcony|garden|gym|school|transport|workspace,"A well-presented 3-bed flat in Wimbledon priced at £3700 pcm. Highlights include balcony, garden, gym, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.414833,-0.228505
P-1099,SW6 5GM,London,Fulham,flat,2,2,3775,,1049,True,False,False,True,False,2026-10-18,balcony|river-view|school,"A well-presented 2-bed flat in Fulham priced at £3775 pcm. Highlights include balcony, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.49974,-0.199483
P-1100,SW19 3FJ,London,Wimbledon,studio,0,1,2825,,600,True,True,False,False,False,2026-10-16,gym|parking|workspace,"A well-presented 0-bed studio in Wimbledon priced at £2825 pcm. Highlights include gym, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.421743,-0.188965
P-1101,SE10 9BP,London,Greenwich,house,2,3,3075,,863,True,False,True,False,True,2026-09-16,concierge|garden|gym|pet-friendly|school,"A well-presented 2-bed house in Greenwich priced at £3075 pcm. Highlights include concierge, garden, gym, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.463323,-0.004038
P-1102,SW6 5BN,London,Fulham,flat,1,2,3675,,676,True,False,True,True,True,2026-09-29,balcony|concierge|garden|river-view|school,"A well-presented 1-bed flat in Fulham priced at £3675 pcm. Highlights include balcony, concierge, garden, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.467265,-0.206779
P-1103,E14 3HJ,London,Canary Wharf,flat,1,1,3725,,750,True,False,False,False,True,2026-09-08,concierge|gym|pet-friendly|workspace,"A well-presented 1-bed flat in Canary Wharf priced at £3725 pcm. Highlights include concierge, gym, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.505304,0.003139
P-1104,CR0 4FP,London,Croydon,flat,1,2,2800,,761,True,False,True,False,True,2026-09-18,garden|gym|pet-friendly|river-view|school|workspace,"A well-presented 1-bed flat in Croydon priced at £2800 pcm. Highlights include garden, gym, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.370914,-0.069723
P-1105,SW3 6BP,London,Chelsea,house,1,2,4400,,569,True,False,True,False,True,2026-08-08,garden|gym|pet-friendly|river-view|school|workspace,"A well-presented 1-bed house in Chelsea priced at £4400 pcm. Highlights include garden, gym, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.498614,-0.134331
P-1106,N1 8FJ,London,Islington,flat,1,1,3225,,690,True,False,True,True,True,2026-07-30,concierge|garden|pet-friendly|river-view,"A well-presented 1-bed flat in Islington priced at £3225 pcm. Highlights include concierge, garden, pet-friendly, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.542163,-0.110093
P-1107,E8 6CK,London,Hackney,flat,1,1,2750,,641,True,True,False,False,True,2026-08-29,gym|parking|pet-friendly|school,"A well-presented 1-bed flat in Hackney priced at £2750 pcm. Highlights include gym, parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.537891,-0.070852
P-1108,SW3 9GJ,London,Chelsea,flat,1,1,3975,,734,True,True,False,True,False,2026-08-23,river-view|school|transport|workspace,"A well-presented 1-bed flat in Chelsea priced at £3975 pcm. Highlights include river-view, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.492183,-0.170228
P-1109,N1 9DP,London,Islington,flat,3,3,3950,,1260,False,False,False,False,True,2026-08-30,gym|pet-friendly|river-view|transport,"A well-presented 3-bed flat in Islington priced at £3950 pcm. Highlights include gym, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.552511,-0.123396
P-1110,E8 6BN,London,Hackney,flat,3,3,4325,,1329,True,True,False,True,True,2026-09-26,balcony|concierge|parking|pet-friendly|school,"A well-presented 3-bed flat in Hackney priced at £4325 pcm. Highlights include balcony, concierge, parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.556196,-0.069011
P-1111,SW4 1FJ,London,Clapham,maisonette,1,1,3075,,535,True,False,False,True,True,2026-08-23,pet-friendly|river-view|transport,"A well-presented 1-bed maisonette in Clapham priced at £3075 pcm. Highlights include pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.443069,-0.137134
P-1112,SW11 3HP,London,Battersea,flat,1,1,3225,,743,True,True,False,False,False,2026-10-12,concierge|parking|workspace,"A well-presented 1-bed flat in Battersea priced at £3225 pcm. Highlights include concierge, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.45013,-0.162881
P-1113,SE10 5GN,London,Greenwich,house,2,2,2950,,943,True,False,True,False,False,2026-08-25,garden|river-view|transport,"A well-presented 2-bed house in Greenwich priced at £2950 pcm. Highlights include garden, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472275,-0.014622
P-1114,E14 6GM,London,Canary Wharf,studio,0,1,2700,,740,True,True,True,True,True,2026-09-18,garden|parking|pet-friendly|transport,"A well-presented 0-bed studio in Canary Wharf priced at £2700 pcm. Highlights include garden, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.518676,-0.009611
P-1115,E8 7BM,London,Hackney,flat,2,3,2725,,876,True,True,False,False,True,2026-08-16,parking|pet-friendly|river-view|workspace,"A well-presented 2-bed flat in Hackney priced at £2725 pcm. Highlights include parking, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.551925,-0.058955
P-1116,SW6 8FM,London,Fulham,flat,3,3,4625,,1207,True,True,True,False,False,2026-09-07,garden|gym|parking,"A well-presented 3-bed flat in Fulham priced at £4625 pcm. Highlights include garden, gym, parking. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.485857,-0.166558
P-1117,SW19 3HJ,London,Wimbledon,maisonette,3,3,3975,,1167,False,False,True,False,True,2026-08-01,concierge|garden|gym|pet-friendly|transport,"A well-presented 3-bed maisonette in Wimbledon priced at £3975 pcm. Highlights include concierge, garden, gym, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.415549,-0.214186
